text,label
参与总部一个或多个领域的具体工作落地,0
有较好的抗压能力,2
负责组织公司 SAP、CRM 新系统搭建落地,0
待人和善，对工作充满热情勤奋好学,2
帮助销售店内商品，推销及登记,1
管理PMC团队,1
梳理人才矩阵和对关键人才挽留的痛点,0
对端到端的流程进行重新梳理与优化，设计 S&OP 销售与运营计划体系,0
重新研究和定义品类角色及商品结构等,0
协助市场销售物料采购,2
制定各项成本目标,0
协助市场销售物料采购,0
熟练掌握 PS、PR、AI、ID 等软件以及 Office 办公软件,0
快速了解客户企业文化及分析客户的发展规划和人力资源需求，制定可实施的解决方案,0
规划月度需求计划，制定周计划及执行,0
能够与同事互分享，共成长,1
沉稳,2
协调与供应商关系,1
活动举办前与各部门沟通、协作，以顺利进行工作,1
3年以上市场品牌营销、内容营销相关经验，快消/互联网大厂/内容行业/快消工作经验优先考虑,0
忠诚尽责,2
对流行趋势有敏锐度,0
具备优秀的逻辑思维能力、梳理归纳和分析总结能力、解构能力和系统思考能力,0
编写 S&OP 流程与会议管理制度，拟定协同管理机制，优化 MPS 流程、物料需求计划流程、生产进度控制流程、采购与供应商管理流程以及仓储物流管理等流程,0
持续优化供应商资源,0
大规模生产工艺研究和落地,0
针对业务环节进行成本分析，利用目标成本法测算各环节需要达到的生产指标，为经营层的决策提供支持,0
通过销售、生产、采购、费用等大数据分析,0
制定物流预算、优化审批标准,0
协助俱乐部与俱乐部赞助商洽谈赞助细节,1
与第三方人力资源公司对接,1
带领团队完成年终分析项目，合理分配人力并给予有效指引,1
担任深圳大学站宣讲主持人角色,1
较强的PPT撰写能力,0
有关联交易系统/ORACLE ERP的实施工作经验优先考虑,0
编制年度人员招聘计划,1
帮助多位网球零基础同学实现专业性转化,1
督导销售回款和供应商付款,1
招聘分析复盘,0
能接受30%~50%出差安排,2
跟踪结构类大宗数据管理，基于大宗预测做好原材料储备等工作,0
协助集团财务总监处理员工持股、增发股票、并购专项贷款、公司债发行等融资项目,2
建立起涵盖组织和人才测评的 AC/DC 测评平台,0
雅思（IELTS）7 分证书，较强的英语会话、书写能力,1
对供应链各模式与不同品类人、货、场的匹配具备灵活适配的能力,1
熟悉运用办公软件，精通PPT，能制作各类报表,0
表格制作技术及分析能力良好,0
喜欢与人沟通，有良好的人际关系,2
薪酬绩效股权激励机制设计,1
协助CFO完成2021年全国省区分季度战略目标制定及拆解,0
组织绩效管理体系,1
制定好组员周月工作计划,1
组织召开产供销会议与供应商联席会议,0
善于激发团队成员积极性，提升内部凝聚力,1
有较强的公司整体利益观,2
诚实可信,2
不定期分析各店的销售与库存状况等数据信息,0
深入业务一线，辨识业务中短期及长期发展机会点,0
有较强的沟通表达能力,1
发挥团队订货、线上线下营销协同、提升供应商履约、优化营运管损等方面的链路打通价值,1
每周组织内外部专业知识及技能培训，提升团队整体效能,1
具有一定数据分析能力,0
完善管理机制，让供应商早期介入产品开发，推动产品和部件标准化,0
跨部门紧密合作,1
协助销售人员做好上门客户的接待和电话来访工作,1
出色的文案书写能力，能够在不同合作伙伴前建立清晰的令人信服的表述,1
超额完成业绩，绩效在团队中排名第一,2
有激情,2
团队协作需要配合的其他任务,2
开展市场调查，包括市场信息和供应商信息的收集和调研,0
通过科学有效的方法，推动个人才发展，组织发展和领导力项目,0
协助市场经理制定广告媒体投放计划,0
负责从 0-1 搭建中国区集采供应链中台,0
带领校队队员参加各种学校交流赛，省赛，大学生运动会等等,1
制定公司年度招聘计划、年度人工成本预算、年度培训计划等，并按月度、季度、年度对人员编制、人工成本、人均效能等进行动态管控,0
对(集团性企业/保银/央国企)某一行业有深入了解和研究,0
非常擅长数据分析；具备较强的数据分析能力及数据敏感度,0
沟通能力强；进行有效的内外部沟通,1
整合公司销售、产品经理、采购、生产、工程、品质、物流、项目等各部门资源,1
负责电源适配器项目主生产计划,0
撰写合作意向书,1
分步优化组织架构及工作流程,0
熟练掌握PPT、Excel等办公工具,0
擅长团队内外、跨业务的协作沟通,1
建立战略、组织和人才一体的绩效合约与人才发展体系,0
具有良好的新媒体运营能力,0
在安排各项事物性工作和日程方面较为出色,0
对端到端的流程进行重新梳理与优化，设计 S&OP 销售与运营计划体系,0
负责心理活动的策划和开展,0
获得宝能集团2021年杰出青年提名,2
主导完成业务运营系统的流程优化工作,0
剪映,0
文字输出能力；有较强的逻辑思维和沟通能力,1
变革美团旧版的“九宫格”盘点为人才整体价值（Overall value）评价,0
访谈、研究并起草适用于客户业务模式的转让定价报告,0
推动供应链全链路降本,0
制定所负责区域营运管理计划和方案，并组织实施,1
协助推动体系内相关招聘项目开展,1
熟练使用Office办公软件，Wind，Bloomberg，Python，SAS，Eviews,0
能够承受一定的工作压力,2
良好的结构化分析能力,0
选择、评估及考核第三方物流公司,0
逻辑能力强,0
纪录各项大型会议，晚会,1
通过供应商实地考察、价格谈判、合同签订等方式，2 个月内引进 4 家 OEM 产品供应商,1
拉美、北美地区部账务核算共享中心 AP 模块能力及团队建设,1
负责过数十个国际咨询公司合作实施人力资源管理项目,0
对于计算机以及网络的技术的学习和研究保持热情态度,2
确保良好合作和沟通氛围的建设,1
参与团支部的团日竞赛荣获省级“千入围”奖项，带领本班团支部荣获“五四红旗团支部”称号,1
在职期间，绩效成绩排名在团队第2名,2
负责、敬业,2
统筹规划好每一个环节的人员落实到位,1
认同企业文化,2
具有较强的书面表达能力和口头沟通能力，能够与客户、开发人员顺畅交流，并独立完成各种文档的编写； ,1
组织能力,0
独立工作能力强，态度积极,2
按时保质保量完成上级领导交办的各项任务,0
⾏图⽚设计并排版发布,0
python，有基础的编程能力/能够使用SPSS、八爪鱼等软件,0
逻辑能力出众，有较强的逻辑思维、分析解决问题的能力,0
打破部门墙、提升供应链整体运作效率,0
有较强的活动创意、策划及行业热点捕捉等能力,0
能够完成行业交付方案的制作,1
负责组织多部门建立 S&OP 体系,1
高度敬业精神,2
统筹规划和建设公司财务信息化系统和业务财务系统融合体系建设工作,1
良好的对外沟通能力，与银行、税局、投资方等相关方有良好的互动关系,1
建立和完善公司财务核算和管理制度、财务核算体系和财务监控体系,0
接受早晚倒班制,2
对客户进行财务/税务尽职调查,0
负责激励制度的制定、更新，提升公司整体产能,1
能够了解数据，分析数据，设立关键业务指标,0
共同开发新能源项目,0
协助零部件测试及项目完成产品开发,1
安排并培训其他合作团队，增强团队业务交流,1
建设及培训财务团队,1
建立人才库，做好人才梯队建设,0
有强烈的好奇心和进取心，突出的学习精神和能力,0
充满热情，积极努力,2
完成人力资源管理数据整理及报表分析，并提出优化建议,0
10年采购管理经验,0
赋能销售团队业务能力，尾部及异常人员及时优化以提升整体人效,1
中级网站编辑,0
监督执行、维护公司财务管理程序和政策，参与制定年度预算,0
负责公司合并财务分析及复核，同时每月编制经营分析报告上报董事会,0
灵活使用Excel进行数据统计分析,0
善于独立思考，思路开阔,0
自我驱动力,2
公司级培训的策划与组织,0
建立公司与上级主管部门、媒体等部门间的沟通渠道,1
关注行业发展态势，具备敏锐的投资洞察力、优秀的行业分析能力和准确的客户分析能力，擅长准确快速洞察市场走向，能从高维度审视项目,0
制定年会及公司大型活动,0
协同业务一号位设计业务战略方向,1
协助办理顾客的咨询业务,1
熟练使用OFFICE软件,0
具备丰富、扎实的供应链实战经验,0
引入和顺利完成第三方审计,0
根据外卖门店日常经营需求，对照业务流程梳理各指标，对营收、成本、流量板块指标归类,0
具备优秀的逻辑思维能力、梳理归纳和分析总结能力、解构能力和系统思考能力,0
负责在抖音找符合条件的达人进行洽谈，合作拍摄视频，进行商品推广,1
结合平台业务需求，制定具有平台特色的分析报告模板,0
学习能力和逻辑分析能力,0
熟练使用 pr、剪映等剪辑工具,0
打通整条供应链的物流、信息流与资金流,0
负责销售目标的制定、分解、部署、监督实施,0
负责重大合同事项的财务审核，评估经营业务的财务风险,0
通过人员结构调整，物理位置变动，头部腰部尾部团队组建，省区变大区的方式，实现减员-20%，提效20%,1
具备良好的文案功底和活动策划能力，能够独立撰写推广策划案并实施市场营销活动；具有较强的文案功底与逻辑思维；具备一定的文案撰写能力；具备良好的文字功底和内容创意能力,1
进行货物进销存及库销比率管控,0
对待他人热情大方，充满正能量,2
熟悉市场费采购到付款、流量广告销售到回款、电商红包发放全流程，及相关风控设计思路,0
Axure、Xmind(产品设计) 秀⽶、剪映、PS（视频剪辑与公众号运营）,0
广活动设计与执行,0
热爱教育事业,2
根据公司战略目标及市场生态发展趋势，以及不同市场与客户需求情况制定供应链战略，设计供应链管理模式，推行精敏供应链，满足客户需求,0
组织制定财务规划,0
熟悉中国新旧会计准则，并对国际会计准则，香港准则有一定了解,0
建立健全ROE 海外子公司各项财务管理流程制度,0
根据公司提供客户资源或寻找、搜集外部资源、挖掘客户,0
英语水平良好,1
搭建关键人才的成长路径，并配套相应有效的成长机制,1
主导完成了公司 ERP 和 OA 系统上线工作并成功运行,0
SPSS、Word、Excel、PPT（基础办公与数据分析,0
分析招聘数据,0
结合热点营销和节庆负责制作 550＋参展企业宣传视频和 H5、平面海报,0
通过不同维度的分析发现新的机会，以此推动产品的优化和创新,0
极强的管理能力、计划能力,0
不断分析和挖掘用户需求，持续调整运营策略,0
根据品类用户数据及营销节奏，负责策划品类及用户活动,0
规范研发、市场等部门数据操作流程,0
深入了解项目现状，根据人员需要进行招聘，帮助项目解决问题,0
为科技公司制定转让定价规划报告,0
具备流利的英文听、说、读、写能力,1
协助市场经理制定广告媒体投放计划,2
成本费用管控，包括成本核算/控制/对比、月度对账、库存异常核查/调整、供应商服务质量考评等,0
负责从 0-1 搭建供应链数智化创新项目,0
能解决复杂问题，关注细节和落地，而不是停留在想和说,0
为管理层拟提产品战略规划,0
正直,2
具有较强的团队合作精神,2
参与公司各类投资项目的谈判与执行工作,0
通过实地调研，提出战略方案和产品规划,0
良好的服务技巧,2
制定部门工作计划与目标，审核部门人员工作总结与计划,0
善于学习自己感兴趣的知识和事物,2
协助公司搭建人才梯队，负责公司人员的招聘、录用、培训、以及员工离职等工作,0
协助开展学生社团招新宣传及班级事务宣传等大型活动,1
梳理公司财务管理风险点和控制节点,0
具备较强的责任心和团队精神,2
逻辑思维好，有较强的数据分析能力，能通过数据分析寻找问题及解决方案,0
对市场销售数据、成品排产计划与库存进行实时分析,1
敢于担当,2
实习期间共负责 11 个岗位的招聘，独立负责的岗位 100%完成招聘任务,0
撰写公司投资会文件,1
做事认真踏实，为人正直诚恳,2
具有良好的团队精神,2
与候选人和内部客户保持积极有效的沟通,1
系统性分析各品类采购需求及供应商资源战略管理定位目标,0
具有较强的工作责任心,2
邀约、面试、结果跟踪反馈、offer沟通,1
优化供应链组织与流程，主导梳理、设计、研讨、修正、培训与试行了 36 个流程,0
熟悉 python 编程语言，并且能够使用 Django 进行网站开发、数据大屏可视化制作、数,0
协助各项招聘数据及资料的整理、统计,0
具有很强的团队精神,2
分析信息数据,0
深度介入产品规划,0
独立工作能力强，态度积极,2
优秀的思辨能力、表达能力,1
对区域营运进行自动补货培训,1
通过淘宝商家工作台接待客户，解答疑问，保证交易的顺利进行,1
熟练掌握 PS、PR、AI、ID 等软件以及 Office 办公软件,0
通过搭建财务分析体系实现业务发展和公司盈利的最优平衡,0
16 年财务领域从业经验；熟悉中国市场 APP 付费推广实操全流程，针对不同 APP 的市场定,0
熟练运用劳动法、熟知灵活用工业务、针对专项人力资源管理议题，建立分析逻辑框架,0
业务战略方向探索,0
主导建立物料成本分析模型,0
持续开发新供应商,1
根据半年/季/月度销售预测及周客户订单产能负荷分析结果制定产能分流计划,0
设计员工的成长路径与培养方案,0
结果导向,2
具有高质高效的PPT编写制作能力,1
主导梳理、设计、研讨、修正、培训与试行了 36 个流程,1
了解业务部门的战略,0
善于数据分析解决问题,0
系统性规范研发过程数据标准化管理,0
良好的跨部门沟通能力和团队协作能力,1
同海外local财务团队沟通,1
积极主动,2
使赞助商利益最大化的同时为俱乐部成员、校队队员争取到了极大的资源空间,1
有独特见解和营销方案,0
出色的战略思维和分析能力，有能力独立解决跨部门和跨组织的问题,0
按流程执行采购任务，包括询价、比价、订样、采购合同的谈判等,0
喜欢学习新技能、新领域，敢于踏出安全区,0
抗挫力,2
熟练使用excel办公软件,0
较强的人际沟通力和影响力,1
擅长计划管理、需求管理与库存分析,0
开发解决顾客痛点和更具焦点的陈列方案,0
逻辑思维缜密,0
完成公众号文案、排版、审稿，视频拍摄剪辑与创作，独立完成儿童节、消防月等宣传,0
对内董事会、管理层的财务汇报沟通，对外例行就财务上月完成情况与投资人进行交流互动,1
建立有效的内部控制制度,0
负责主持销售管理月度会议召开,0
参与多家拟上市项目尽职调查、上市整改流程,0
提高盯市能力，主动分析和研判行业动态趋势与价格走势,2
签约后与客户沟通职位，根据客户需求制定合适的搜寻方案,1
抗压性,2
Interact with target management,1
受理并及时解决员工投诉和劳动争议事宜,1
性格开朗,2
职场精英擂台赛优秀奖,2
提升部门生鲜团队数据分析能力,1
评估并决策关键问题解决方案,0
数据和通路分析,0
与项目经理、同事协调工作，保持沟通高效,1
刻苦耐劳,2
编制招聘计划,0
从零开始建立电子元器件认证工作标准流程及业务管理制度,0
有保密意识及良好职业道德,2
计算机一级,0
流利的中英文听说读写能力,1
负责公司文件起草,1
创新类项目实施,0
带领团队支持年超 200 亿元订单交付，年采购额超 100 亿元采购管理工作,1
有较强的谈判能力,1
与客户进⾏深度访谈,1
负责公司融资事务处理,0
为业务部门提供人才方面的数据分析以及以数据为基础的专业建议,0
协调公司内外部资源,1
根据年/季/月度销售需求预测、产品运营策略和供应资源能力,0
协助班级成员了解信息、分享比赛资讯、参与比赛,1
负责组织多部门建立 S&OP 体系,2
能处理异常问题,2
撰写公司战略分析（功能建设方案、十四五规划等）、经营分析报告,1
大学英语测试六级(CET-6),1
"策划举办“2020 粤港澳大湾区产销对接会""""",0
助力管理层探索业务战略和规划,0
抗压能力强,2
维护与开发客户,2
较好的沟通协调能力,1
加快战略到落地的规划实现,0
助力公司供应商资源开发和优化管理、成本管理、订单交付和库存周转管理、品质管理、物料选型管理,0
独⽴运营⻓⿅旅游休博园⼩红书官号，每⽉根据景区节假⽇以及⽹络热点独⽴撰写12篇稿件，持续输出景区相关的图⽂，进,0
具有远大抱负；对IT行业感兴趣愿意长期学习,0
负责支持采购数字化新系统更新,0
产品开发：进口和国产化妆品OEM的设计、备案、生产,0
劳动关系管理如劳动合同签订；试用期转正评估、合同续签评估；调职、升职、离职等岗位异动管理,0
执行招聘、甄选、面试、选择、安置工作，保证招聘任务完成的及时性,0
擅长多项目管理、资源协调与沟通；善于跨部门协作沟通,1
敢于探索创新,0
具有较好的逻辑思考能力,0
加入系学生会，担任干事，负责策划相关活动的顺利举行，处理活动中的突发问题,0
开发数个自动化工具,0
协调能力,1
深刻透彻的了解业务需求，通过探索消费者的需求结合行业特征进行多维度的商业模式的产品探索及落地执行,0
工作能力强,0
协助业务及运营部门完善了业务流程的优化,2
组织实施、达成销售目标,0
协助销售人员完成客户签单,1
皮实，不玻璃心,2
不断复盘分析，推进活动的改进与优化,0
对交付各环节的异常做协同、推动处理,1
熟悉互联网产品和技术的主流发展动态，有设计或运营互联网产品经验或能证明你在这方面的潜力,0
落实供应资源的成本结构分析，落实采购优化及控制,0
使⽤市场数据以及德勤⾃有数据库为客户进⾏市场基准分析，⽤以确认客户的定价策略是否合理并带来税收利益最大化,0
实行动态安全库存控制，滚动多日/多周计划驱动供应商备料送料,0
负责公司内部人才的招聘,0
牵头追踪关键物料市场,0
部门文件翻译等事宜,1
有较强的创造性思维,0
有责任心,2
通过公司提供的招聘账号，完成地方岗位招聘的职位发布，邀约候选人,1
分析商品结构中低消高损单品，输出给采购进行汰换,0
注重学习，乐于接受新事物，有一定的科研创新能力,0
规划彩妆、药妆及整体门店布局,0
与各部门及学院辅导员多方沟通，及时准确传达信息,1
负责客户接待：会议及展览服务，引导客户群体参观，负责沟通与登记信息,1
Apply quality assurance risk management and confidentiality procedures in all areas of work performed and managed,0
实施目标分拆和商务谈判,0
监督完成有关发货情况、成本控制及折扣情况的各类报表，提供和保存采购信息记录；主导重新制定和优化商品定编数及商品引进/淘汰等规则及流程,0
擅长团队管理协调,0
研发万名客户经理与团队长动因模型与发展工具库，获美国 ATD 人才发展实践奖Citation Award,0
对口负责关键数据跟踪（以内部生产数据为主），对于出现异常的数据及时沟通分析原因并作出预警,0
5年手机结构项目管理经验,0
自身对无人驾驶领域，或者人工智能科技产品市场具有广泛兴趣,0
匹配业务 3-5 年规划和财务测算搭建人力成本框架和激励资源的提比模型,0
建立起完善的内控体系,0
进行调研、诊断与分析并编写经营管理诊断报告,0
为自闭症治疗机构寻求国内及海外并购目标,0
对平台预算异常情况预警、上报,0
充分利用各种招聘渠道满足公司的人才需求,0
能很好的平衡自己的生活与工作，非常善于规划和管理自己,2
对客户进行分层管理,0
熟练使用Axure、Visio、MSOffice、MindManager等专业工具,0
对Excel操作熟悉,0
协助主任处理相关事务，管理物资,1
负责管理猎头项目的客户资源，协调部门员工的分工，做好客户服务工作,2
Plan and execute engagements that deliver a superior client experience,0
组织产能规划与评审、编写 MPS 与 APS,0
参与产品和项目的定价、成本测算，并据此建立通用性数据模型,0
完成营销部部长临时交办的其他任务,0
提出新的/支持现有的战略计划以及具体落地项目需求,0
结合在人才管理应用场景中的需求，识别客户问题,0
能协调和发挥各部门能动作用,1
对流行趋势有敏锐度,0
超额完成每周KPI指标,0
性格活泼开朗，有责任心,2
主要负责人,0
通过对人的深层理解，坚定果敢地给与意见建议，提供中立的第三方/外部视角，推动团队思考活性和判断全局性,1
对待工作严谨认真,2
持续优化结构和附属件成本,0
负责各类销售指标的月度、季度、年度统计报表和报告的制作、编写,1
对餐饮经营有独特的想法，在工作过程中提出优化建议,0
分析数据，洞察痛点与机会，准确提炼产品需求和解决方案,0
文字写作能力,1
结合抖音本地生活的流量红利期，为服装实体店做同城引流赋能,0
设计员工的成长路径与培养方案,1
多次策划由赞助商支持的网球大型比赛,0
对客户所处⾏业进⾏⾏业分析，分析客户公司的业务功能与战略发展,0
乐观开朗，积极向上，脚踏实地,2
自我驱动,2
对接品牌，开拓KOC/KOL资源100+，匹配UGC600+，并沟通合作细节，后续根据Brief审核稿件，维持稳定合作,1
协助人力部门进行招聘相关工作,2
制定项目计划及激励惩罚制度,0
从公司生意经营的角度考虑，制定各项成本目标，不断优化供应链各项指标，持续改善产品毛利,0
对公司相关运营数据进行统计、监测和分析，根据数据情况进行实时调整优化运营方案,0
负责一些供应商谈判筛选采购调研相关工作,1
遵纪守法，为人正直,2
具有较强沟通协调能力,1
完善管理机制,0
制定物流预算、优化审批标准,0
熟练使用OFFICE办公软件,0
市场营销/广告/文学类专业优先考虑,0
在市场扩张和业务下城的战略举措下应对对组织能力和人才管理提出的挑战，梳理人才矩阵和对关键人才挽留的痛点,0
乐于接受新鲜事物,0
具备70人以上规模团队管理能力,1
协助推动体系内相关招聘项目开展,2
优秀的逻辑思维与系统分析能力，对数据和数据的意义很敏感,0
汽车用户档案资料库的建设与关怀维护,1
语言及文字表达能力强,1
担任视频站总负责人 ，跟进项目 ，做好宣传活动、形成媒体矩阵 ，协助运营学校官视和官抖，曾协助学校官抖创立采访、情景剧、vlog三个栏目，具备统筹协调能力,0
具备一定的项目管理经验；有良好的团队协调，具备产品或项目全流程管理能力,1
执行采购合同订单的下发、物料验收及付款流程，履行跟进落实工作,0
具有良好的团队协助能力,2
参加百事可乐营销大赛并分配队内成员任务获三等奖,2
深入理解公司战略,0
全面负责财务税务资金等各模块日常工作,0
抗压，愿意从基层做起,2
熟悉公众号和网站的运营,0
负责社团年度大型专场汇报演出的策划、筹备、编排和演出,0
高效落地人员退出机制,0
优化库存结构,0
熟练运用秀米、135 编辑器等新媒体工具制作推文,0
独立开展组织与人力资源管理模块方案的设计、数据测算、制度报告撰写,0
良好的沟通协调能力，语言表达和写作能力、总结归纳能力,1
协调驱动营运、工程、供应链等部门,1
制定、落实风险管理办法,0
诊断企业能力现状通过标杆世界一流企业、市场最佳实践找出现状问题和能力短板,0
系统性优化组织架构,0
负责及时收发货、资产安全和物流降本,0
从0-1搭建财务团队，负责100+的省区财务团队人员管理工作，通过1年体系化的培训和生产关系重组，到12月底实现人员-15%，效率+20%,1
逐步推广使用电脑信息系统处理营销资料,1
结合业务要求完善部门制度与规范,0
通过 VA/VE 价值分析识别浪费来源，制定改善措施,0
分析门店库存结构如周转、高库龄、淘汰商品、低动销商品等,0
能够熟练适应Excel/PPT等工具,0
通过数据分析和实地市场和用户调研提供具体产品策略,0
合理控制采购、仓储及物流成本,0
组织开展行业研究及风险评估，及时提出具有针对性之风险预警，输出管理建议，为经营决策提供财务专业支持,0
企业文化宣贯等,0
根据小组任务情况，承担小组业绩考核指标,1
熟悉供应商情况，建立合理的供应链，并维系与供应商关系,1
深度了解业务发展对于人才和组织的需求,0
建立物料控制系统与供应商进料管控方法,0
建立和加强财务控制和核算体系,0
人品正直；诚信正直,2
根据集团发展规划制定集团采购资源工作目标与工作计划,0
责任心强,2
各级渠道客户关系的维护,1
协助财务信息室进行披露工作、开展财务转型检查、对接培训机构组织集团管理会计培训,0
英语四级证书,1
担任讲师进行培训,1
协调、沟通能力较强 ，具有一定的执行力与团队合作能力,1
提供财务报表和管理分析报告,0
统筹完善 360 组织绩效管理体系,1
建立和谐的企业文化,0
良好的沟通能力,1
抖音轮值期协助超额完成任务，半月内增粉 3 万，获上万点赞,0
熟悉用友、金蝶、SAP 等 ERP 系统规划建设和应用,0
良好的沟通协调能力，语言表达和写作能力、总结归纳能力,1
熟悉手机结构件设计和开发流程、工艺制程、原材料请购、成本构成及供应链管理,0
沟通能力（沟通无障碍，有重点，逻辑性强）；有较强的表达沟通能力，具有一定的营销服务技巧，能获得客户的信任；具备优秀的沟通能力；具备较强的沟通、协调能力；良好的沟通及表达能力；具备优秀的沟通协调能力,1
参与业务部门年度 OKR 目标输出、员工季度考核及评价、绩效反馈，制定绩效提升计划,1
善于运用预算及 KPI，财务模型及财务经营分析等工具开展财务管理工作,0
善于沟通，有亲和力,1
良好的团队协作能力，善于沟通与协调,2
线下招商、线上渠道客户对接工作,1
协助部长做好部内内务、各种部内会议的记录等工作,1
优秀的谈判能力；擅长与人沟通,1
优化商品结构,0
基于数据原有字段，结合业务需求增加数据维度，并对异常数据进行清洗,0
据可视化分析等,0
较强的顾客服务技能,2
组织落实周计划执行，保障交付计划达成,0
有担当,2
良好的沟通及人际理解能力,1
10 年以上世界 500 强企业供应链管理经验、超 10 年上市公司供应链高管工作经验；有 0-1 供应链设计与搭建能力以及供应链变革管理能力,0
抗压能力强,2
在对口部门中将公司文化进行落地、融合、传承,1
制定运营策略,0
培训不同团队生鲜库存管理知识,1
诊断企业能力现状，通过标杆世界一流企业、市场最佳实践找出现状问题和能力短板，并根据问题优先级梳理组织优化关键举措和实施路径图,0
有良好的团队协调，具备产品或项目全流程管理能力,1
招聘渠道的开拓和维护,0
宏观战略分析能力,0
设计交易架构和交易路径,0
复杂跨国团队的统筹管理,1
良好的业务洞察力和商业敏感性,0
月度预测预估及经营分析，进行事中监控和风险预警，事后回溯并输出经营改进建议,0
能承受较大的工作压力,2
有良好的演讲和语言表达能力及现场感染力,1
撰写各类文案和内容物料,1
负责建立企业人才储备库，做好简历管理与信息保密工作,0
为企业解答地方补贴政策，针对问题做详细的解答,0
各项培训管理如新员工的入职培训、组织公司内训、配合部门需求组织相应培训计划,0
基于门店所处商圈、客群等特点，有针对性对门店的品类进行布局,0
熟悉掌握办公软件操作,0
负责产品降本、供应及时率和供应商服务水平,0
熟知各业务线用人需求，精准定位招聘画像,0
有团队协作精神；具备团队协作能力,1
负责专业公司物质采购、仓库以及各项公款账期的统筹管理,0
优化各类型门店的商品配置及补货参数,0
建立有效的分工合作机制，促使团队内部、团队与其他部门高效协作,1
良好的团队协作能力，善于沟通与协调,2
组织团体活动,1
带领团队负责中东区域收入、成本、应收账款的账务核算管理工作,1
积累了人力资源相关的工作经验，熟悉招聘流程，熟练管理档案，了解互联网游戏行业,0
目标感强，自驱动强，高度负责,2
资金系统上线，设计自贸区跨境资金池的方案,0
熟练使用计算机及常用办公软件（Excel、PPT、PS、WPS等）,0
负责搭建并持续优化国内供应商体系,0
善于沟通协调,1
廉洁公正、品行端正,2
协调各部门运转和协作,2
公关能力,1
协助经理处理人事纠纷,2
负责公司会议组织及宣传工作,0
协调与银行、工商、税务及其相关政府部门的关系,1
保证服务效率体现极致服务,2
协助制定及执行公司人力资源管理制度,2
从零开始建立物料、BOM、ECN管理制度及流程并推动落地,0
协助制定组织架构、人员发展规划、内部激励政策、团队文化建设等工作,2
能够在快节奏、充满活力，结果导向的环境中工作,2
⼊职半个⽉完成⽼学员续费！整理学员信息，维护新⽼学员的关系，提⾼学员满意度，达成转介绍与续费,1
敢拼搏,2
重建流程体系和管理机制,0
协助总裁的日常行政及管理事务处理,1
现场方案沟通呈现,1
建立库存动态监控及分析机制,0
提供专业招聘合作方案,0
有较强的组织能力和动手能力、良好的社交能力，适应能力强，沟通能力强的人,2
